report_date,department,patient_count,avg_age,severity_distribution
2024-03-02,Oncology,18,42.9,"{'Mild': 7, 'Moderate': 8, 'Severe': 3}"
2024-03-02,Dermatology,36,41.8,"{'Mild': 11, 'Moderate': 16, 'Severe': 9}"
2024-03-02,Gastroenterology,19,44.1,"{'Mild': 10, 'Moderate': 6, 'Severe': 3}"
2024-03-02,Endocrinology,25,47.8,"{'Mild': 10, 'Moderate': 11, 'Severe': 4}"
2024-03-02,Psychiatry,37,47.6,"{'Mild': 14, 'Moderate': 16, 'Severe': 7}"
2024-03-03,Cardiology,7,35.3,"{'Mild': 3, 'Moderate': 3, 'Severe': 1}"
2024-03-03,Neurology,21,53.6,"{'Mild': 8, 'Moderate': 10, 'Severe': 3}"
2024-03-03,Pediatrics,37,45.8,"{'Mild': 18, 'Moderate': 11, 'Severe': 8}"
2024-03-03,Orthopedics,49,44.4,"{'Mild': 19, 'Moderate': 26, 'Severe': 4}"
2024-03-03,Oncology,42,45.1,"{'Mild': 18, 'Moderate': 16, 'Severe': 8}"
2024-03-03,Dermatology,31,52.3,"{'Mild': 16, 'Moderate': 11, 'Severe': 4}"
2024-03-03,Gastroenterology,48,42.1,"{'Mild': 15, 'Moderate': 21, 'Severe': 12}"
2024-03-03,Endocrinology,17,39.0,"{'Mild': 9, 'Moderate': 7, 'Severe': 1}"
2024-03-03,Psychiatry,30,42.5,"{'Mild': 11, 'Moderate': 14, 'Severe': 5}"
2024-03-04,Cardiology,38,47.4,"{'Mild': 23, 'Moderate': 8, 'Severe': 7}"
2024-03-04,Neurology,14,51.5,"{'Mild': 8, 'Moderate': 5, 'Severe': 1}"
2024-03-04,Pediatrics,7,72.4,"{'Mild': 5, 'Moderate': 1, 'Severe': 1}"
2024-03-04,Orthopedics,32,51.1,"{'Mild': 14, 'Moderate': 16, 'Severe': 2}"
2024-03-04,Oncology,34,50.4,"{'Mild': 15, 'Moderate': 14, 'Severe': 5}"
2024-03-04,Dermatology,41,46.9,"{'Mild': 16, 'Moderate': 17, 'Severe': 8}"
2024-03-04,Gastroenterology,38,42.3,"{'Mild': 10, 'Moderate': 16, 'Severe': 12}"
2024-03-04,Endocrinology,21,50.3,"{'Mild': 8, 'Moderate': 11, 'Severe': 2}"
2024-03-04,Psychiatry,30,39.4,"{'Mild': 12, 'Moderate': 13, 'Severe': 5}"
2024-03-05,Cardiology,14,38.9,"{'Mild': 8, 'Moderate': 4, 'Severe': 2}"
2024-03-05,Neurology,36,46.7,"{'Mild': 15, 'Moderate': 18, 'Severe': 3}"
2024-03-05,Pediatrics,11,45.9,"{'Mild': 5, 'Moderate': 4, 'Severe': 2}"
2024-03-05,Orthopedics,5,45.2,"{'Mild': 2, 'Moderate': 3, 'Severe': 0}"
2024-03-05,Oncology,6,29.8,"{'Mild': 2, 'Moderate': 3, 'Severe': 1}"
2024-03-05,Dermatology,6,50.8,"{'Mild': 3, 'Moderate': 2, 'Severe': 1}"
2024-03-05,Gastroenterology,41,43.2,"{'Mild': 17, 'Moderate': 15, 'Severe': 9}"
2024-03-05,Endocrinology,6,38.5,"{'Mild': 3, 'Moderate': 1, 'Severe': 2}"
2024-03-05,Psychiatry,31,43.9,"{'Mild': 16, 'Moderate': 13, 'Severe': 2}"
2024-03-06,Cardiology,20,47.1,"{'Mild': 11, 'Moderate': 8, 'Severe': 1}"
2024-03-06,Neurology,29,49.3,"{'Mild': 11, 'Moderate': 13, 'Severe': 5}"
2024-03-06,Pediatrics,21,40.8,"{'Mild': 8, 'Moderate': 5, 'Severe': 8}"
2024-03-06,Orthopedics,46,41.2,"{'Mild': 20, 'Moderate': 23, 'Severe': 3}"
2024-03-06,Oncology,29,41.7,"{'Mild': 11, 'Moderate': 12, 'Severe': 6}"
2024-03-06,Dermatology,17,36.3,"{'Mild': 6, 'Moderate': 6, 'Severe': 5}"
2024-03-06,Gastroenterology,23,45.9,"{'Mild': 10, 'Moderate': 10, 'Severe': 3}"
2024-03-06,Endocrinology,10,48.5,"{'Mild': 3, 'Moderate': 6, 'Severe': 1}"
2024-03-06,Psychiatry,46,48.9,"{'Mild': 16, 'Moderate': 24, 'Severe': 6}"
2024-03-07,Cardiology,33,37.5,"{'Mild': 21, 'Moderate': 7, 'Severe': 5}"
2024-03-07,Neurology,44,42.2,"{'Mild': 21, 'Moderate': 19, 'Severe': 4}"
2024-03-07,Pediatrics,30,45.7,"{'Mild': 18, 'Moderate': 9, 'Severe': 3}"
2024-03-07,Orthopedics,9,36.7,"{'Mild': 0, 'Moderate': 7, 'Severe': 2}"
2024-03-07,Oncology,25,36.4,"{'Mild': 10, 'Moderate': 11, 'Severe': 4}"
2024-03-07,Dermatology,31,42.5,"{'Mild': 6, 'Moderate': 19, 'Severe': 6}"
2024-03-07,Gastroenterology,41,41.1,"{'Mild': 12, 'Moderate': 19, 'Severe': 10}"
2024-03-07,Endocrinology,16,39.7,"{'Mild': 6, 'Moderate': 6, 'Severe': 4}"
2024-03-07,Psychiatry,27,39.9,"{'Mild': 12, 'Moderate': 13, 'Severe': 2}"
2024-03-08,Cardiology,41,45.3,"{'Mild': 25, 'Moderate': 12, 'Severe': 4}"
2024-03-08,Neurology,45,45.6,"{'Mild': 22, 'Moderate': 16, 'Severe': 7}"
2024-03-08,Pediatrics,29,48.4,"{'Mild': 13, 'Moderate': 9, 'Severe': 7}"
2024-03-08,Orthopedics,12,35.0,"{'Mild': 7, 'Moderate': 4, 'Severe': 1}"
2024-03-08,Oncology,10,32.7,"{'Mild': 5, 'Moderate': 5, 'Severe': 0}"
2024-03-08,Dermatology,38,49.4,"{'Mild': 14, 'Moderate': 20, 'Severe': 4}"
2024-03-08,Gastroenterology,37,42.9,"{'Mild': 16, 'Moderate': 16, 'Severe': 5}"
2024-03-08,Endocrinology,23,54.2,"{'Mild': 8, 'Moderate': 8, 'Severe': 7}"
2024-03-08,Psychiatry,47,46.3,"{'Mild': 24, 'Moderate': 14, 'Severe': 9}"
2024-03-09,Cardiology,5,41.0,"{'Mild': 2, 'Moderate': 2, 'Severe': 1}"
2024-03-09,Neurology,19,49.1,"{'Mild': 9, 'Moderate': 6, 'Severe': 4}"
2024-03-09,Pediatrics,45,49.4,"{'Mild': 29, 'Moderate': 10, 'Severe': 6}"
2024-03-09,Orthopedics,25,52.4,"{'Mild': 13, 'Moderate': 11, 'Severe': 1}"
2024-03-09,Oncology,17,38.1,"{'Mild': 4, 'Moderate': 8, 'Severe': 5}"
2024-03-09,Dermatology,29,50.2,"{'Mild': 13, 'Moderate': 11, 'Severe': 5}"
2024-03-09,Gastroenterology,19,44.0,"{'Mild': 5, 'Moderate': 11, 'Severe': 3}"
2024-03-09,Endocrinology,8,47.0,"{'Mild': 3, 'Moderate': 3, 'Severe': 2}"
2024-03-09,Psychiatry,46,52.2,"{'Mild': 21, 'Moderate': 14, 'Severe': 11}"
2024-03-10,Cardiology,47,40.7,"{'Mild': 26, 'Moderate': 11, 'Severe': 10}"
2024-03-10,Neurology,22,51.0,"{'Mild': 7, 'Moderate': 11, 'Severe': 4}"
2024-03-10,Pediatrics,33,45.6,"{'Mild': 22, 'Moderate': 8, 'Severe': 3}"
2024-03-10,Orthopedics,9,55.9,"{'Mild': 3, 'Moderate': 6, 'Severe': 0}"
2024-03-10,Oncology,10,36.9,"{'Mild': 4, 'Moderate': 5, 'Severe': 1}"
2024-03-10,Dermatology,46,51.6,"{'Mild': 17, 'Moderate': 21, 'Severe': 8}"
2024-03-10,Gastroenterology,28,41.4,"{'Mild': 14, 'Moderate': 11, 'Severe': 3}"
2024-03-10,Endocrinology,21,41.0,"{'Mild': 10, 'Moderate': 7, 'Severe': 4}"
2024-03-10,Psychiatry,12,31.8,"{'Mild': 5, 'Moderate': 3, 'Severe': 4}"
2024-03-11,Cardiology,6,34.7,"{'Mild': 6, 'Moderate': 0, 'Severe': 0}"
2024-03-11,Neurology,43,47.6,"{'Mild': 20, 'Moderate': 18, 'Severe': 5}"
2024-03-11,Pediatrics,50,48.1,"{'Mild': 28, 'Moderate': 13, 'Severe': 9}"
2024-03-11,Orthopedics,37,44.9,"{'Mild': 11, 'Moderate': 24, 'Severe': 2}"
2024-03-11,Oncology,29,49.9,"{'Mild': 15, 'Moderate': 11, 'Severe': 3}"
2024-03-11,Dermatology,50,47.8,"{'Mild': 24, 'Moderate': 16, 'Severe': 10}"
2024-03-11,Gastroenterology,34,47.4,"{'Mild': 12, 'Moderate': 13, 'Severe': 9}"
2024-03-11,Endocrinology,50,48.6,"{'Mild': 23, 'Moderate': 18, 'Severe': 9}"
2024-03-11,Psychiatry,31,39.0,"{'Mild': 13, 'Moderate': 13, 'Severe': 5}"
2024-03-12,Cardiology,31,43.8,"{'Mild': 20, 'Moderate': 6, 'Severe': 5}"
2024-03-12,Neurology,27,46.5,"{'Mild': 12, 'Moderate': 11, 'Severe': 4}"
2024-03-12,Pediatrics,45,48.7,"{'Mild': 23, 'Moderate': 13, 'Severe': 9}"
2024-03-12,Orthopedics,24,41.5,"{'Mild': 12, 'Moderate': 8, 'Severe': 4}"
2024-03-12,Oncology,31,45.4,"{'Mild': 10, 'Moderate': 15, 'Severe': 6}"
2024-03-12,Dermatology,30,51.9,"{'Mild': 17, 'Moderate': 9, 'Severe': 4}"
2024-03-12,Gastroenterology,16,47.4,"{'Mild': 4, 'Moderate': 9, 'Severe': 3}"
2024-03-12,Endocrinology,6,53.3,"{'Mild': 1, 'Moderate': 4, 'Severe': 1}"
2024-03-12,Psychiatry,45,48.1,"{'Mild': 22, 'Moderate': 18, 'Severe': 5}"
2024-03-13,Cardiology,27,43.5,"{'Mild': 17, 'Moderate': 8, 'Severe': 2}"
2024-03-13,Neurology,47,43.7,"{'Mild': 16, 'Moderate': 23, 'Severe': 8}"
2024-03-13,Pediatrics,27,42.5,"{'Mild': 12, 'Moderate': 9, 'Severe': 6}"
2024-03-13,Orthopedics,27,43.5,"{'Mild': 13, 'Moderate': 12, 'Severe': 2}"
2024-03-13,Oncology,45,37.5,"{'Mild': 14, 'Moderate': 22, 'Severe': 9}"
2024-03-13,Dermatology,20,42.6,"{'Mild': 10, 'Moderate': 7, 'Severe': 3}"
2024-03-13,Gastroenterology,40,39.1,"{'Mild': 14, 'Moderate': 20, 'Severe': 6}"
2024-03-13,Endocrinology,19,55.8,"{'Mild': 7, 'Moderate': 7, 'Severe': 5}"
2024-03-13,Psychiatry,40,47.6,"{'Mild': 24, 'Moderate': 12, 'Severe': 4}"
2024-03-14,Cardiology,13,42.4,"{'Mild': 7, 'Moderate': 3, 'Severe': 3}"
2024-03-14,Neurology,17,42.5,"{'Mild': 10, 'Moderate': 5, 'Severe': 2}"
2024-03-14,Pediatrics,49,48.8,"{'Mild': 24, 'Moderate': 13, 'Severe': 12}"
2024-03-14,Orthopedics,38,42.8,"{'Mild': 20, 'Moderate': 15, 'Severe': 3}"
2024-03-14,Oncology,14,32.1,"{'Mild': 4, 'Moderate': 7, 'Severe': 3}"
2024-03-14,Dermatology,5,34.4,"{'Mild': 1, 'Moderate': 3, 'Severe': 1}"
2024-03-14,Gastroenterology,24,44.1,"{'Mild': 9, 'Moderate': 12, 'Severe': 3}"
2024-03-14,Endocrinology,11,52.6,"{'Mild': 4, 'Moderate': 7, 'Severe': 0}"
2024-03-14,Psychiatry,11,38.0,"{'Mild': 4, 'Moderate': 4, 'Severe': 3}"
2024-03-15,Cardiology,16,51.2,"{'Mild': 9, 'Moderate': 3, 'Severe': 4}"
2024-03-15,Neurology,48,46.0,"{'Mild': 28, 'Moderate': 14, 'Severe': 6}"
2024-03-15,Pediatrics,23,56.7,"{'Mild': 12, 'Moderate': 5, 'Severe': 6}"
2024-03-15,Orthopedics,40,40.0,"{'Mild': 18, 'Moderate': 18, 'Severe': 4}"
2024-03-15,Oncology,34,47.6,"{'Mild': 12, 'Moderate': 17, 'Severe': 5}"
2024-03-15,Dermatology,33,54.2,"{'Mild': 10, 'Moderate': 20, 'Severe': 3}"
2024-03-15,Gastroenterology,35,43.0,"{'Mild': 14, 'Moderate': 15, 'Severe': 6}"
2024-03-15,Endocrinology,9,43.7,"{'Mild': 7, 'Moderate': 1, 'Severe': 1}"
2024-03-15,Psychiatry,42,52.8,"{'Mild': 21, 'Moderate': 12, 'Severe': 9}"
2024-03-16,Cardiology,7,33.7,"{'Mild': 2, 'Moderate': 4, 'Severe': 1}"
2024-03-16,Neurology,19,49.5,"{'Mild': 11, 'Moderate': 5, 'Severe': 3}"
2024-03-16,Pediatrics,29,53.8,"{'Mild': 13, 'Moderate': 11, 'Severe': 5}"
2024-03-16,Orthopedics,27,39.5,"{'Mild': 12, 'Moderate': 13, 'Severe': 2}"
2024-03-16,Oncology,47,40.5,"{'Mild': 23, 'Moderate': 18, 'Severe': 6}"
2024-03-16,Dermatology,50,48.2,"{'Mild': 20, 'Moderate': 20, 'Severe': 10}"
2024-03-16,Gastroenterology,30,43.2,"{'Mild': 10, 'Moderate': 15, 'Severe': 5}"
2024-03-16,Endocrinology,6,38.8,"{'Mild': 3, 'Moderate': 3, 'Severe': 0}"
2024-03-16,Psychiatry,28,45.4,"{'Mild': 14, 'Moderate': 12, 'Severe': 2}"
2024-03-17,Cardiology,40,44.1,"{'Mild': 25, 'Moderate': 10, 'Severe': 5}"
2024-03-17,Neurology,13,41.5,"{'Mild': 3, 'Moderate': 7, 'Severe': 3}"
2024-03-17,Pediatrics,15,46.4,"{'Mild': 6, 'Moderate': 6, 'Severe': 3}"
2024-03-17,Orthopedics,13,38.2,"{'Mild': 6, 'Moderate': 6, 'Severe': 1}"
2024-03-17,Oncology,8,48.6,"{'Mild': 4, 'Moderate': 3, 'Severe': 1}"
2024-03-17,Dermatology,39,42.7,"{'Mild': 15, 'Moderate': 16, 'Severe': 8}"
2024-03-17,Gastroenterology,39,44.2,"{'Mild': 10, 'Moderate': 19, 'Severe': 10}"
2024-03-17,Endocrinology,10,47.5,"{'Mild': 5, 'Moderate': 4, 'Severe': 1}"
2024-03-17,Psychiatry,28,48.8,"{'Mild': 8, 'Moderate': 15, 'Severe': 5}"
2024-03-18,Cardiology,30,42.3,"{'Mild': 15, 'Moderate': 8, 'Severe': 7}"
2024-03-18,Neurology,14,61.8,"{'Mild': 9, 'Moderate': 3, 'Severe': 2}"
2024-03-18,Pediatrics,17,48.2,"{'Mild': 10, 'Moderate': 4, 'Severe': 3}"
2024-03-18,Orthopedics,44,48.3,"{'Mild': 18, 'Moderate': 23, 'Severe': 3}"
2024-03-18,Oncology,19,38.9,"{'Mild': 12, 'Moderate': 4, 'Severe': 3}"
2024-03-18,Dermatology,49,48.6,"{'Mild': 15, 'Moderate': 21, 'Severe': 13}"
2024-03-18,Gastroenterology,23,40.0,"{'Mild': 5, 'Moderate': 13, 'Severe': 5}"
2024-03-18,Endocrinology,32,38.9,"{'Mild': 17, 'Moderate': 11, 'Severe': 4}"
2024-03-18,Psychiatry,32,45.3,"{'Mild': 14, 'Moderate': 16, 'Severe': 2}"
2024-03-19,Cardiology,48,37.9,"{'Mild': 27, 'Moderate': 13, 'Severe': 8}"
2024-03-19,Neurology,45,48.0,"{'Mild': 22, 'Moderate': 18, 'Severe': 5}"
2024-03-19,Pediatrics,15,63.9,"{'Mild': 8, 'Moderate': 4, 'Severe': 3}"
2024-03-19,Orthopedics,31,49.4,"{'Mild': 10, 'Moderate': 18, 'Severe': 3}"
2024-03-19,Oncology,23,43.9,"{'Mild': 6, 'Moderate': 10, 'Severe': 7}"
2024-03-19,Dermatology,47,49.1,"{'Mild': 23, 'Moderate': 20, 'Severe': 4}"
2024-03-19,Gastroenterology,24,47.8,"{'Mild': 6, 'Moderate': 15, 'Severe': 3}"
2024-03-19,Endocrinology,50,43.2,"{'Mild': 21, 'Moderate': 20, 'Severe': 9}"
2024-03-19,Psychiatry,18,46.4,"{'Mild': 13, 'Moderate': 4, 'Severe': 1}"
2024-03-20,Cardiology,13,38.2,"{'Mild': 9, 'Moderate': 4, 'Severe': 0}"
2024-03-20,Neurology,48,47.1,"{'Mild': 21, 'Moderate': 20, 'Severe': 7}"
2024-03-20,Pediatrics,12,34.0,"{'Mild': 3, 'Moderate': 6, 'Severe': 3}"
2024-03-20,Orthopedics,12,45.1,"{'Mild': 5, 'Moderate': 5, 'Severe': 2}"
2024-03-20,Oncology,36,50.6,"{'Mild': 16, 'Moderate': 16, 'Severe': 4}"
2024-03-20,Dermatology,15,58.1,"{'Mild': 8, 'Moderate': 4, 'Severe': 3}"
2024-03-20,Gastroenterology,7,45.3,"{'Mild': 4, 'Moderate': 3, 'Severe': 0}"
2024-03-20,Endocrinology,27,50.2,"{'Mild': 9, 'Moderate': 10, 'Severe': 8}"
2024-03-20,Psychiatry,23,51.2,"{'Mild': 13, 'Moderate': 9, 'Severe': 1}"
2024-03-21,Cardiology,15,47.7,"{'Mild': 10, 'Moderate': 3, 'Severe': 2}"
2024-03-21,Neurology,12,47.9,"{'Mild': 5, 'Moderate': 6, 'Severe': 1}"
2024-03-21,Pediatrics,40,51.1,"{'Mild': 18, 'Moderate': 12, 'Severe': 10}"
2024-03-21,Orthopedics,41,49.4,"{'Mild': 16, 'Moderate': 21, 'Severe': 4}"
2024-03-21,Oncology,42,42.2,"{'Mild': 17, 'Moderate': 18, 'Severe': 7}"
2024-03-21,Dermatology,43,45.7,"{'Mild': 20, 'Moderate': 17, 'Severe': 6}"
2024-03-21,Gastroenterology,33,47.2,"{'Mild': 7, 'Moderate': 21, 'Severe': 5}"
2024-03-21,Endocrinology,20,49.5,"{'Mild': 8, 'Moderate': 9, 'Severe': 3}"
2024-03-21,Psychiatry,21,46.3,"{'Mild': 9, 'Moderate': 9, 'Severe': 3}"
2024-03-22,Cardiology,37,41.5,"{'Mild': 20, 'Moderate': 11, 'Severe': 6}"
2024-03-22,Neurology,9,40.6,"{'Mild': 2, 'Moderate': 5, 'Severe': 2}"
2024-03-22,Pediatrics,44,47.1,"{'Mild': 22, 'Moderate': 13, 'Severe': 9}"
2024-03-22,Orthopedics,22,55.1,"{'Mild': 9, 'Moderate': 11, 'Severe': 2}"
2024-03-22,Oncology,12,56.3,"{'Mild': 6, 'Moderate': 3, 'Severe': 3}"
2024-03-22,Dermatology,42,53.7,"{'Mild': 21, 'Moderate': 15, 'Severe': 6}"
2024-03-22,Gastroenterology,37,48.1,"{'Mild': 14, 'Moderate': 17, 'Severe': 6}"
2024-03-22,Endocrinology,35,49.7,"{'Mild': 16, 'Moderate': 13, 'Severe': 6}"
2024-03-22,Psychiatry,11,33.0,"{'Mild': 6, 'Moderate': 4, 'Severe': 1}"
2024-03-23,Cardiology,33,45.6,"{'Mild': 17, 'Moderate': 12, 'Severe': 4}"
2024-03-23,Neurology,7,39.1,"{'Mild': 4, 'Moderate': 3, 'Severe': 0}"
2024-03-23,Pediatrics,49,48.4,"{'Mild': 21, 'Moderate': 17, 'Severe': 11}"
2024-03-23,Orthopedics,19,47.1,"{'Mild': 7, 'Moderate': 9, 'Severe': 3}"
2024-03-23,Oncology,42,38.7,"{'Mild': 21, 'Moderate': 14, 'Severe': 7}"
2024-03-23,Dermatology,34,46.3,"{'Mild': 16, 'Moderate': 12, 'Severe': 6}"
2024-03-23,Gastroenterology,28,48.5,"{'Mild': 9, 'Moderate': 12, 'Severe': 7}"
2024-03-23,Endocrinology,10,47.5,"{'Mild': 3, 'Moderate': 4, 'Severe': 3}"
2024-03-23,Psychiatry,23,51.6,"{'Mild': 8, 'Moderate': 9, 'Severe': 6}"
2024-03-24,Cardiology,34,43.1,"{'Mild': 24, 'Moderate': 6, 'Severe': 4}"
2024-03-24,Neurology,37,49.8,"{'Mild': 14, 'Moderate': 18, 'Severe': 5}"
2024-03-24,Pediatrics,27,47.7,"{'Mild': 13, 'Moderate': 9, 'Severe': 5}"
2024-03-24,Orthopedics,29,49.7,"{'Mild': 16, 'Moderate': 11, 'Severe': 2}"
2024-03-24,Oncology,19,33.3,"{'Mild': 6, 'Moderate': 9, 'Severe': 4}"
2024-03-24,Dermatology,14,40.4,"{'Mild': 8, 'Moderate': 4, 'Severe': 2}"
2024-03-24,Gastroenterology,11,39.5,"{'Mild': 5, 'Moderate': 3, 'Severe': 3}"
2024-03-24,Endocrinology,44,48.2,"{'Mild': 16, 'Moderate': 21, 'Severe': 7}"
2024-03-24,Psychiatry,48,39.9,"{'Mild': 28, 'Moderate': 15, 'Severe': 5}"
2024-03-25,Cardiology,23,46.0,"{'Mild': 6, 'Moderate': 11, 'Severe': 6}"
2024-03-25,Neurology,16,44.9,"{'Mild': 12, 'Moderate': 4, 'Severe': 0}"
2024-03-25,Pediatrics,12,53.1,"{'Mild': 5, 'Moderate': 4, 'Severe': 3}"
2024-03-25,Orthopedics,42,49.3,"{'Mild': 16, 'Moderate': 21, 'Severe': 5}"
2024-03-25,Oncology,39,41.1,"{'Mild': 19, 'Moderate': 16, 'Severe': 4}"
2024-03-25,Dermatology,41,49.1,"{'Mild': 21, 'Moderate': 14, 'Severe': 6}"
2024-03-25,Gastroenterology,22,44.7,"{'Mild': 3, 'Moderate': 12, 'Severe': 7}"
2024-03-25,Endocrinology,35,42.9,"{'Mild': 17, 'Moderate': 13, 'Severe': 5}"
2024-03-25,Psychiatry,20,39.6,"{'Mild': 8, 'Moderate': 6, 'Severe': 6}"
2024-03-26,Cardiology,30,49.3,"{'Mild': 22, 'Moderate': 4, 'Severe': 4}"
2024-03-26,Neurology,15,50.2,"{'Mild': 8, 'Moderate': 6, 'Severe': 1}"
2024-03-26,Pediatrics,22,54.5,"{'Mild': 7, 'Moderate': 8, 'Severe': 7}"
2024-03-26,Orthopedics,7,57.4,"{'Mild': 4, 'Moderate': 3, 'Severe': 0}"
2024-03-26,Oncology,16,45.1,"{'Mild': 6, 'Moderate': 8, 'Severe': 2}"
2024-03-26,Dermatology,16,44.6,"{'Mild': 7, 'Moderate': 6, 'Severe': 3}"
2024-03-26,Gastroenterology,21,43.4,"{'Mild': 9, 'Moderate': 11, 'Severe': 1}"
2024-03-26,Endocrinology,49,49.1,"{'Mild': 16, 'Moderate': 23, 'Severe': 10}"
2024-03-26,Psychiatry,10,35.2,"{'Mild': 5, 'Moderate': 2, 'Severe': 3}"
2024-03-27,Cardiology,19,44.2,"{'Mild': 14, 'Moderate': 4, 'Severe': 1}"
2024-03-27,Neurology,44,45.0,"{'Mild': 20, 'Moderate': 17, 'Severe': 7}"
2024-03-27,Pediatrics,27,42.9,"{'Mild': 20, 'Moderate': 4, 'Severe': 3}"
2024-03-27,Orthopedics,23,45.9,"{'Mild': 14, 'Moderate': 8, 'Severe': 1}"
2024-03-27,Oncology,16,42.6,"{'Mild': 7, 'Moderate': 8, 'Severe': 1}"
2024-03-27,Dermatology,48,52.5,"{'Mild': 17, 'Moderate': 20, 'Severe': 11}"
2024-03-27,Gastroenterology,23,43.1,"{'Mild': 7, 'Moderate': 12, 'Severe': 4}"
2024-03-27,Endocrinology,11,59.5,"{'Mild': 6, 'Moderate': 4, 'Severe': 1}"
2024-03-27,Psychiatry,27,48.7,"{'Mild': 12, 'Moderate': 12, 'Severe': 3}"
2024-03-28,Cardiology,27,43.9,"{'Mild': 15, 'Moderate': 10, 'Severe': 2}"
2024-03-28,Neurology,26,51.4,"{'Mild': 11, 'Moderate': 11, 'Severe': 4}"
2024-03-28,Pediatrics,25,52.9,"{'Mild': 15, 'Moderate': 7, 'Severe': 3}"
2024-03-28,Orthopedics,10,41.2,"{'Mild': 3, 'Moderate': 7, 'Severe': 0}"
2024-03-28,Oncology,18,48.1,"{'Mild': 9, 'Moderate': 6, 'Severe': 3}"
2024-03-28,Dermatology,28,38.1,"{'Mild': 10, 'Moderate': 14, 'Severe': 4}"
2024-03-28,Gastroenterology,15,46.6,"{'Mild': 7, 'Moderate': 5, 'Severe': 3}"
2024-03-28,Endocrinology,21,49.8,"{'Mild': 9, 'Moderate': 8, 'Severe': 4}"
2024-03-28,Psychiatry,9,58.4,"{'Mild': 3, 'Moderate': 4, 'Severe': 2}"
2024-03-29,Cardiology,26,36.1,"{'Mild': 14, 'Moderate': 10, 'Severe': 2}"
2024-03-29,Neurology,14,32.4,"{'Mild': 7, 'Moderate': 6, 'Severe': 1}"
2024-03-29,Pediatrics,50,48.3,"{'Mild': 20, 'Moderate': 20, 'Severe': 10}"
2024-03-29,Orthopedics,7,44.6,"{'Mild': 2, 'Moderate': 5, 'Severe': 0}"
2024-03-29,Oncology,34,43.7,"{'Mild': 18, 'Moderate': 14, 'Severe': 2}"
2024-03-29,Dermatology,19,46.9,"{'Mild': 7, 'Moderate': 8, 'Severe': 4}"
2024-03-29,Gastroenterology,44,44.7,"{'Mild': 13, 'Moderate': 22, 'Severe': 9}"
2024-03-29,Endocrinology,22,40.8,"{'Mild': 8, 'Moderate': 8, 'Severe': 6}"
2024-03-29,Psychiatry,43,40.9,"{'Mild': 16, 'Moderate': 22, 'Severe': 5}"
2024-03-30,Cardiology,19,38.2,"{'Mild': 10, 'Moderate': 7, 'Severe': 2}"
2024-03-30,Neurology,25,40.1,"{'Mild': 9, 'Moderate': 12, 'Severe': 4}"
2024-03-30,Pediatrics,7,44.3,"{'Mild': 3, 'Moderate': 2, 'Severe': 2}"
2024-03-30,Orthopedics,29,38.6,"{'Mild': 9, 'Moderate': 16, 'Severe': 4}"
2024-03-30,Oncology,35,43.8,"{'Mild': 17, 'Moderate': 13, 'Severe': 5}"
2024-03-30,Dermatology,11,47.6,"{'Mild': 6, 'Moderate': 4, 'Severe': 1}"
2024-03-30,Gastroenterology,14,43.0,"{'Mild': 5, 'Moderate': 5, 'Severe': 4}"
2024-03-30,Endocrinology,48,45.1,"{'Mild': 21, 'Moderate': 21, 'Severe': 6}"
2024-03-30,Psychiatry,47,53.6,"{'Mild': 25, 'Moderate': 17, 'Severe': 5}"
2024-03-31,Cardiology,19,42.3,"{'Mild': 10, 'Moderate': 6, 'Severe': 3}"
2024-03-31,Neurology,48,45.2,"{'Mild': 19, 'Moderate': 22, 'Severe': 7}"
2024-03-31,Pediatrics,26,53.5,"{'Mild': 13, 'Moderate': 7, 'Severe': 6}"
2024-03-31,Orthopedics,43,41.6,"{'Mild': 21, 'Moderate': 19, 'Severe': 3}"
2024-03-31,Oncology,22,41.5,"{'Mild': 15, 'Moderate': 7, 'Severe': 0}"
2024-03-31,Dermatology,8,36.0,"{'Mild': 5, 'Moderate': 1, 'Severe': 2}"
2024-03-31,Gastroenterology,23,40.4,"{'Mild': 8, 'Moderate': 10, 'Severe': 5}"
2024-03-31,Endocrinology,18,43.8,"{'Mild': 6, 'Moderate': 10, 'Severe': 2}"
2024-03-31,Psychiatry,13,36.8,"{'Mild': 5, 'Moderate': 6, 'Severe': 2}"
2024-04-01,Cardiology,30,41.3,"{'Mild': 15, 'Moderate': 8, 'Severe': 7}"
2024-04-01,Neurology,27,42.3,"{'Mild': 8, 'Moderate': 11, 'Severe': 8}"
2024-04-01,Pediatrics,9,41.8,"{'Mild': 7, 'Moderate': 1, 'Severe': 1}"
2024-04-01,Orthopedics,41,43.3,"{'Mild': 20, 'Moderate': 15, 'Severe': 6}"
2024-04-01,Oncology,6,28.5,"{'Mild': 0, 'Moderate': 4, 'Severe': 2}"
2024-04-01,Dermatology,35,46.2,"{'Mild': 16, 'Moderate': 13, 'Severe': 6}"
2024-04-01,Gastroenterology,10,40.2,"{'Mild': 2, 'Moderate': 2, 'Severe': 6}"
2024-04-01,Endocrinology,29,47.2,"{'Mild': 13, 'Moderate': 9, 'Severe': 7}"
2024-04-01,Psychiatry,26,53.7,"{'Mild': 11, 'Moderate': 9, 'Severe': 6}"
2024-04-02,Cardiology,48,41.2,"{'Mild': 31, 'Moderate': 7, 'Severe': 10}"
2024-04-02,Neurology,46,49.4,"{'Mild': 21, 'Moderate': 17, 'Severe': 8}"
